"","Site","Date.Set","Time.Set","Date.Collected","Time.Collected","Trap","Frass.mass..mg.","Frass.number","Method","Notes","FrassFall link:","https://anecdata.org/projects/view/488","Year","jday.Set","jday.Collected","frass.mg.d","frass.no.d","jday"
"491","Botanical Garden",2016-07-08,"08:36:00",2016-07-12,"08:37:00","1B",7.2,10,"Funnel/Paper","traps slightly damp, dried for 30 min under lamp",NA,NA,"2016",190.358333333333,194.359027777778,1.79968755424405,2.49956604756118,192
"492","Botanical Garden",2016-07-08,"09:05:00",2016-07-12,"08:30:00","3A",17.9,8,"Funnel/Paper","2 large cylindrical frass; hole in the bottom; traps slightly damp, dried for 30 min under lamp",NA,NA,"2016",190.378472222222,194.354166666667,4.50235807860264,2.01222707423582,192
"493","Botanical Garden",2016-07-15,"09:27:00",2016-07-19,"08:56:00","3E",4.8,8,"Funnel/Paper","rained a lot over the weekend; lots of fluff in the center. edges of trap slightly folded over outer rim",NA,NA,"2016",197.39375,201.372222222222,1.2064932798045,2.01082213300751,199
"494","Botanical Garden",2016-07-15,"09:49:00",2016-07-19,"08:25:00","1B",2.6,6,"Funnel/Paper","rained a lot over the weekend; lots of fluff in the center.",NA,NA,"2016",197.409027777778,201.350694444444,0.659619450317121,1.52219873150105,199
"495","Botanical Garden",2016-07-15,"09:14:00",2016-07-19,"09:02:00","4D",9.6,10,"Funnel/Paper","rained a lot over the weekend; lots of fluff in the center. half of trap completely folded in.",NA,NA,"2016",197.384722222222,201.376388888889,2.40501043841336,2.50521920668058,199
"496","Botanical Garden",2016-07-15,"08:32:00",2016-07-19,"10:00:00","8D",9,17,"Funnel/Paper","rained a lot over the weekend; lots of fluff in the center.",NA,NA,"2016",197.355555555556,201.416666666667,2.21614227086184,4.18604651162792,199
"497","Botanical Garden",2016-07-15,"08:44:00",2016-07-19,"09:45:00","7A",13.4,68,"Funnel/Paper","rained a lot over the weekend",NA,NA,"2016",197.363888888889,201.40625,3.31489434805016,16.8218519154784,199
"498","Botanical Garden",2016-07-15,"09:40:00",2016-07-19,"08:39:00","2C",10.6,37,"Funnel/Paper","rained a lot over the weekend; small hole near the center; outer edges slightly folded over",NA,NA,"2016",197.402777777778,201.360416666667,2.67836462537286,9.3490085979996,199
"499","Botanical Garden",2016-07-15,"09:12:00",2016-07-19,"09:00:00","4E",5.5,9,"Funnel/Paper","rained a lot over the weekend; lots of fluff in the center.",NA,NA,"2016",197.383333333333,201.375,1.37787056367432,2.25469728601252,199
"500","Botanical Garden",2016-07-15,"09:24:00",2016-07-19,"08:56:00","3A",3.6,14,"Funnel/Paper","rained a lot over the weekend; lots of fluff in the center.",NA,NA,"2016",197.391666666667,201.372222222222,0.904396371249128,3.51709699930216,199
"501","Botanical Garden",2016-07-15,"09:45:00",2016-07-19,"08:19:00","1C",3.5,9,"Funnel/Paper","rained a lot over the weekend; lots of fluff in the center.",NA,NA,"2016",197.40625,201.346527777778,0.888262248854426,2.28410292562567,199
"502","Botanical Garden",2016-07-15,"08:46:00",2016-07-19,"09:49:00","7B",1.6,8,"Funnel/Paper","rained a lot over the weekend; lots of fluff in the center.",NA,NA,"2016",197.365277777778,201.409027777778,0.395672333848533,1.97836166924266,199
"503","Botanical Garden",2016-07-15,"09:05:00",2016-07-19,"09:17:00","5D",0,0,"Funnel/Paper","lots of fluff in the middle that probably contained frass",NA,NA,"2016",197.378472222222,201.386805555556,0,0,199
"504","Botanical Garden",2016-07-15,"08:54:00",2016-07-19,"09:35:00","6C",1.2,5,"Funnel/Paper","rained a lot over the weekend; lots of fluff in the center.",NA,NA,"2016",197.370833333333,201.399305555556,0.297879675917946,1.24116531632478,199
"505","Botanical Garden",2016-07-15,"09:36:00",2016-07-19,"08:36:00","2B",2.9,3,"Funnel/Paper","rained a lot over the weekend; lots of fluff in the center.",NA,NA,"2016",197.4,201.358333333333,0.732631578947372,0.757894736842109,199
"506","Botanical Garden",2016-07-15,"08:28:00",2016-07-19,"09:57:00","8E",5.3,14,"Funnel/Paper","rained a lot over the weekend; lots of fluff in the center.",NA,NA,"2016",197.352777777778,201.414583333333,1.30483843392033,3.44674303299711,199
"507","Botanical Garden",2016-07-19,"09:37:00",2016-07-22,"08:40:00","6D",8.6,13,"Funnel/Paper",NA,NA,NA,"2016",201.400694444444,204.361111111111,2.90499648135115,4.39127375087965,202.5
"508","Botanical Garden",2016-07-19,"09:00:00",2016-07-22,"09:01:00","4E",8.1,7,"Funnel/Paper",NA,NA,NA,"2016",201.375,204.375694444444,2.69937514464245,2.33279333487619,202.5
"509","Botanical Garden",2016-07-19,"08:57:00",2016-07-22,"09:09:00","3E",3.8,12,"Funnel/Paper",NA,NA,NA,"2016",201.372916666667,204.38125,1.26315789473685,3.98891966759004,202.5
"510","Botanical Garden",2016-07-19,"08:38:00",2016-07-22,"09:19:00","2B",5.4,13,"Funnel/Paper",NA,NA,NA,"2016",201.359722222222,204.388194444444,1.78307727585415,4.29259344187111,202.5
"511","Botanical Garden",2016-07-19,"08:21:00",2016-07-22,"09:25:00","1C",7.7,15,"Funnel/Paper",NA,NA,NA,"2016",201.347916666667,204.392361111111,2.52919708029196,4.92700729927006,202.5
"512","Botanical Garden",2016-07-19,"09:45:00",2016-07-22,"08:30:00","7B",5.4,22,"Funnel/Paper",NA,NA,NA,"2016",201.40625,204.354166666667,1.83180212014135,7.46289752650179,202.5
"513","Botanical Garden",2016-07-19,"09:20:00",2016-07-22,"08:51:00","5D",5.3,11,"Funnel/Paper",NA,NA,NA,"2016",201.388888888889,204.36875,1.77860638545793,3.69144721510136,202.5
"514","Botanical Garden",2016-07-19,"09:58:00",2016-07-22,"08:20:00","8C",15.6,13,"Funnel/Paper","1 large cylindrical frass",NA,NA,"2016",201.415277777778,204.347222222222,5.32070108953104,4.4339175746092,202.5
"515","Botanical Garden",2016-07-19,"10:02:00",2016-07-22,"08:19:00","8D",6.5,6,"Funnel/Paper",NA,NA,NA,"2016",201.418055555556,204.346527777778,2.2195873843965,2.04884989328908,202.5
"516","Botanical Garden",2016-07-19,"09:35:00",2016-07-22,"08:39:00","6C",11.7,11,"Funnel/Paper","1 large cylindrical frass",NA,NA,"2016",201.399305555556,204.360416666667,3.95121951219509,3.71482176360222,202.5
"517","Botanical Garden",2016-07-19,"09:47:00",2016-07-22,"08:29:00","7A",12.7,34,"Funnel/Paper",NA,NA,NA,"2016",201.407638888889,204.353472222222,4.31117397454032,11.5417256011316,202.5
"518","Botanical Garden",2016-07-19,"09:16:00",2016-07-22,"08:48:00","5A",4.9,9,"Funnel/Paper","tilted at a 45 degree angle",NA,NA,"2016",201.386111111111,204.366666666667,1.64398881640261,3.01957129543337,202.5
"519","Botanical Garden",2016-07-19,"09:04:00",2016-07-22,"09:00:00","4D",4.3,5,"Funnel/Paper",NA,NA,NA,"2016",201.377777777778,204.375,1.43466172381834,1.66821130676552,202.5
"520","Botanical Garden",2016-07-19,"08:52:00",2016-07-22,"09:06:00","3A",2.9,17,"Funnel/Paper",NA,NA,NA,"2016",201.369444444444,204.379166666667,0.963544070143055,5.64836179049377,202.5
"521","Botanical Garden",2016-07-19,"08:41:00",2016-07-22,"09:14:00","2C",13.7,31,"Funnel/Paper",NA,NA,NA,"2016",201.361805555556,204.384722222222,4.53204686423155,10.2549965541006,202.5
"522","Botanical Garden",2016-07-19,"08:24:00",2016-07-22,"09:24:00","1B",4.9,14,"Funnel/Paper",NA,NA,NA,"2016",201.35,204.391666666667,1.61095890410958,4.60273972602737,202.5
"523","Botanical Garden",2017-05-15,"11:33:00",2017-05-18,"08:35:00","1C",2.1,9,"Funnel/Paper",NA,NA,NA,"2017",135.48125,138.357638888889,0.730082085948815,3.12892322549492,136.5
"524","Botanical Garden",2017-05-15,"10:59:00",2017-05-18,"09:11:00","3E",2.5,4,"Funnel/Paper",NA,NA,NA,"2017",135.457638888889,138.382638888889,0.854700854700851,1.36752136752136,136.5
"525","Botanical Garden",2017-05-15,"10:32:00",2017-05-18,"09:35:00","5A",0.5,3,"Funnel/Paper",NA,NA,NA,"2017",135.438888888889,138.399305555556,0.168895144264604,1.01337086558762,136.5
"526","Botanical Garden",2017-05-15,"11:30:00",2017-05-18,"08:38:00","1B",2.8,5,"Funnel/Paper",NA,NA,NA,"2017",135.479166666667,138.359722222222,0.972034715525553,1.7357762777242,136.5
"527","Botanical Garden",2017-05-15,"10:41:00",2017-05-18,"09:22:00","4E",0.4,1,"Funnel/Paper",NA,NA,NA,"2017",135.445138888889,138.390277777778,0.135817024286725,0.339542560716812,136.5
"528","Botanical Garden",2017-05-15,"09:39:00",2017-05-18,"10:20:00","8E",1.9,5,"Funnel/Paper",NA,NA,NA,"2017",135.402083333333,138.430555555556,0.627379041504246,1.65099747764275,136.5
"529","Botanical Garden",2017-05-15,"09:48:00",2017-05-18,"10:15:00","8C",0.1,3,"Funnel/Paper",NA,NA,NA,"2017",135.408333333333,138.427083333333,0.0331262939958591,0.993788819875773,136.5
"530","Botanical Garden",2017-05-15,"10:10:00",2017-05-18,"09:51:00","6C",7.8,4,"Funnel/Paper",NA,NA,NA,"2017",135.423611111111,138.410416666667,2.61148570099977,1.33922343641014,136.5
"531","Botanical Garden",2017-05-15,"10:47:00",2017-05-18,"09:25:00","4D",0.7,5,"Funnel/Paper",NA,NA,NA,"2017",135.449305555556,138.392361111111,0.237848041529023,1.69891458235016,136.5
"532","Botanical Garden",2017-05-15,"11:18:00",2017-05-18,"08:53:00","2B",0.1,2,"Funnel/Paper",NA,NA,NA,"2017",135.470833333333,138.370138888889,0.0344910179640717,0.689820359281433,136.5
"533","Botanical Garden",2017-05-15,"11:02:00",2017-05-18,"09:07:00","3A",2.2,6,"Funnel/Paper",NA,NA,NA,"2017",135.459722222222,138.379861111111,0.753388822829965,2.05469678953627,136.5
"534","Botanical Garden",2017-05-15,"11:14:00",2017-05-18,"08:58:00","2C",0.6,1,"Funnel/Paper",NA,NA,NA,"2017",135.468055555556,138.373611111111,0.206500956022946,0.344168260038243,136.5
"535","Botanical Garden",2017-05-15,"10:02:00",2017-05-18,"10:05:00","7C",1.1,6,"Funnel/Paper",NA,NA,NA,"2017",135.418055555556,138.420138888889,0.366412213740458,1.99861207494795,136.5
"536","Botanical Garden",2017-05-15,"10:26:00",2017-05-18,"09:38:00","5D",1.2,4,"Funnel/Paper",NA,NA,NA,"2017",135.434722222222,138.401388888889,0.404494382022472,1.34831460674157,136.5
"537","Botanical Garden",2017-05-15,"10:16:00",2017-05-18,"09:54:00","6D",1.4,3,"Funnel/Paper",NA,NA,NA,"2017",135.427777777778,138.4125,0.469055374592835,1.00511865984179,136.5
"538","Botanical Garden",2017-05-15,"10:04:00",2017-05-18,"10:03:00","7B",1.7,7,"Funnel/Paper",NA,NA,NA,"2017",135.419444444444,138.41875,0.56679786987729,2.33387358184766,136.5
"539","Botanical Garden",2017-05-18,"10:05:00",2017-05-22,"09:41:00","7B",0.1,3,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.420138888889,142.403472222222,0.0251046025104602,0.753138075313805,140
"540","Botanical Garden",2017-05-18,"10:17:00",2017-05-22,"09:30:00","8C",0.8,3,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.428472222222,142.395833333333,0.201645370208296,0.756170138281109,140
"541","Botanical Garden",2017-05-18,"09:37:00",2017-05-22,"10:06:00","5A",1.2,3,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.400694444444,142.420833333333,0.2984971497668,0.746242874416999,140
"542","Botanical Garden",2017-05-18,"09:53:00",2017-05-22,"09:52:00","6C",0.7,5,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.411805555556,142.411111111111,0.175030387220004,1.25021705157146,140
"543","Botanical Garden",2017-05-18,"09:40:00",2017-05-22,"10:07:00","5D",2.5,4,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.402777777778,142.421527777778,0.622083981337479,0.995334370139966,140
"544","Botanical Garden",2017-05-18,"10:07:00",2017-05-22,"09:40:00","7C",2.9,5,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.421527777778,142.402777777778,0.728414442700159,1.25588697017269,140
"545","Botanical Garden",2017-05-18,"09:10:00",2017-05-22,"10:33:00","3A",0.1,1,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.381944444444,142.439583333333,0.0246448742084547,0.246448742084546,140
"546","Botanical Garden",2017-05-18,"09:56:00",2017-05-22,"09:54:00","6D",5.5,6,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight, was tipped over in storm",NA,NA,"2017",138.413888888889,142.4125,1.37547759638764,1.50052101424106,140
"547","Botanical Garden",2017-05-18,"09:13:00",2017-05-22,"10:34:00","3E",0.5,1,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.384027777778,142.440277777778,0.123266563944531,0.246533127889061,140
"548","Botanical Garden",2017-05-18,"09:24:00",2017-05-22,"10:20:00","4E",3.3,5,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.391666666667,142.430555555556,0.817056396148561,1.23796423658873,140
"549","Botanical Garden",2017-05-18,"09:26:00",2017-05-22,"10:19:00","4D",1,5,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.393055555556,142.429861111111,0.247720626182694,1.23860313091347,140
"550","Botanical Garden",2017-05-18,"09:00:00",2017-05-22,"10:52:00","2C",0.9,3,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.375,142.452777777778,0.220708446866485,0.735694822888282,140
"551","Botanical Garden",2017-05-18,"08:40:00",2017-05-22,"11:08:00","1B",0.1,2,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.361111111111,142.463888888889,0.0243737305348679,0.487474610697358,140
"552","Botanical Garden",2017-05-18,"08:56:00",2017-05-22,"10:51:00","2B",2,4,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.372222222222,142.452083333333,0.49021276595745,0.9804255319149,140
"553","Botanical Garden",2017-05-18,"08:37:00",2017-05-22,"11:07:00","1C",2.3,3,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.359027777778,142.463194444444,0.56040609137056,0.730964467005078,140
"554","Botanical Garden",2017-05-18,"10:23:00",2017-05-22,"09:31:00","8E",1,3,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 5 hrs and waited overnight",NA,NA,"2017",138.432638888889,142.396527777778,0.252277505255782,0.756832515767347,140
"555","Botanical Garden",2017-05-25,"10:10:00",2017-05-29,"10:19:00","8D",4.2,5,"Funnel/Paper",NA,NA,NA,"2017",145.423611111111,149.429861111111,1.04836193447738,1.24804992199688,147
"556","Botanical Garden",2017-05-25,"09:59:00",2017-05-29,"09:58:00","7B",1.5,4,"Funnel/Paper",NA,NA,NA,"2017",145.415972222222,149.415277777778,0.375065115471435,1.00017364125716,147
"557","Botanical Garden",2017-05-25,"08:50:00",2017-05-29,"08:47:00","2C",3.1,5,"Funnel/Paper",NA,NA,NA,"2017",145.368055555556,149.365972222222,0.775403856175091,1.25065138092757,147
"558","Botanical Garden",2017-05-25,"09:17:00",2017-05-29,"09:17:00","4D",0.8,2,"Funnel/Paper",NA,NA,NA,"2017",145.386805555556,149.386805555556,0.2,0.5,147
"559","Botanical Garden",2017-05-25,"09:27:00",2017-05-29,"09:29:00","5A",2.6,7,"Funnel/Paper",NA,NA,NA,"2017",145.39375,149.395138888889,0.649774383894484,1.74939257202361,147
"560","Botanical Garden",2017-05-25,"09:02:00",2017-05-29,"09:03:00","3E",1.3,4,"Funnel/Paper",NA,NA,NA,"2017",145.376388888889,149.377083333333,0.324943586182955,0.999826419024477,147
"561","Botanical Garden",2017-05-25,"09:16:00",2017-05-29,"09:15:00","4E",16.6,5,"Funnel/Paper",NA,NA,NA,"2017",145.386111111111,149.385416666667,4.15072061121724,1.25021705157146,147
"562","Botanical Garden",2017-05-25,"08:48:00",2017-05-29,"08:45:00","1B",1.1,4,"Funnel/Paper",NA,NA,NA,"2017",145.366666666667,149.364583333333,0.275143303804064,1.00052110474205,147
"563","Botanical Garden",2017-05-25,"08:35:00",2017-05-29,"08:30:00","1C",1,4,"Funnel/Paper",NA,NA,NA,"2017",145.357638888889,149.354166666667,0.250217202432668,1.00086880973067,147
"564","Botanical Garden",2017-05-25,"09:29:00",2017-05-29,"09:31:00","5D",1.9,4,"Funnel/Paper",NA,NA,NA,"2017",145.395138888889,149.396527777778,0.47483512669212,0.9996528982992,147
"565","Botanical Garden",2017-05-25,"09:44:00",2017-05-29,"09:45:00","6D",2.9,4,"Funnel/Paper","Filter paper had a line of tears/holes measuring the length of the radius of the circle starting from the center point",NA,NA,"2017",145.405555555556,149.40625,0.724874153792746,0.999826419024477,147
"566","Botanical Garden",2017-05-25,"09:42:00",2017-05-29,"09:43:00","6C",7.8,3,"Funnel/Paper",NA,NA,NA,"2017",145.404166666667,149.404861111111,1.94966151709773,0.749869814268358,147
"567","Botanical Garden",2017-05-25,"10:08:00",2017-05-29,"10:15:00","8C",5.2,5,"Funnel/Paper",NA,NA,NA,"2017",145.422222222222,149.427083333333,1.29842205652852,1.24848274666204,147
"568","Botanical Garden",2017-05-29,"08:47:00",2017-06-01,"10:10:00","2B",1.4,3,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour",NA,NA,"2017",149.365972222222,152.423611111111,0.45786963434022,0.98114921644333,150.5
"569","Botanical Garden",2017-05-29,"08:32:00",2017-06-01,"10:26:00","1C",4.1,5,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour",NA,NA,"2017",149.355555555556,152.434722222222,1.33152909336941,1.62381596752367,150.5
"570","Botanical Garden",2017-05-29,"08:34:00",2017-06-01,"10:32:00","1B",2.4,5,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour",NA,NA,"2017",149.356944444444,152.438888888889,0.778729157278053,1.62235241099594,150.5
"571","Botanical Garden",2017-05-29,"09:02:00",2017-06-01,"09:53:00","3A",0,0,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour",NA,NA,"2017",149.376388888889,152.411805555556,0,0,150.5
"572","Botanical Garden",2017-05-29,"09:05:00",2017-06-01,"09:55:00","3E",0.3,3,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour",NA,NA,"2017",149.378472222222,152.413194444444,0.0988558352402744,0.988558352402744,150.5
"573","Botanical Garden",2017-05-29,"08:48:00",2017-06-01,"10:13:00","2C",1.5,5,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour",NA,NA,"2017",149.366666666667,152.425694444444,0.490351872871738,1.63450624290579,150.5
"574","Botanical Garden",2017-05-29,"09:16:00",2017-06-01,"09:42:00","4E",0.1,3,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour",NA,NA,"2017",149.386111111111,152.404166666667,0.0331339162448229,0.994017487344687,150.5
"575","Botanical Garden",2017-05-29,"10:18:00",2017-06-01,"08:46:00","8C",1.9,6,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour",NA,NA,"2017",149.429166666667,152.365277777778,0.647114474929046,2.04351939451278,150.5
"576","Botanical Garden",2017-05-29,"09:18:00",2017-06-01,"09:45:00","4D",0.8,7,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour",NA,NA,"2017",149.3875,152.40625,0.265010351966873,2.31884057971014,150.5
"577","Botanical Garden",2017-05-29,"09:46:00",2017-06-01,"09:18:00","6D",4.5,10,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour",NA,NA,"2017",149.406944444444,152.3875,1.50978564771668,3.35507921714818,150.5
"578","Botanical Garden",2017-05-29,"10:20:00",2017-06-01,"08:48:00","8D",1.8,3,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour",NA,NA,"2017",149.430555555556,152.366666666667,0.613055818353827,1.02175969725638,150.5
"579","Botanical Garden",2017-05-29,"09:59:00",2017-06-01,"09:07:00","7B",0.3,7,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour",NA,NA,"2017",149.415972222222,152.379861111111,0.101218369259607,2.36176194939083,150.5
"580","Botanical Garden",2017-05-29,"09:32:00",2017-06-01,"09:30:00","5D",3.2,2,"Funnel/Paper","Filter paper damp, put under lamps for 1 hour; One piece of frass made up all of the measurable mass, the other contributed a trace amount to the mass",NA,NA,"2017",149.397222222222,152.395833333333,1.06716072255673,0.666975451597958,150.5
